Clinic Name,Address,State,Email,Google_Full_Address,Latitude,Longitude,Extracted_Pincode,Mapped_District,Brand_name,Clinic_Type
SURAJ HOSPITALS,"26, Ex-servicemen colony, 1st Street, Perumbakkam Main Road, Jalladampet, Chennai -600100",TAMIL NADU,surajhospitals2012@gmail.com,"W56W+FRP, Perumbakkam Main Road, 5th Main Rd, Pallavan Nagar, Green Court, Medavakkam, Chennai, Tamil Nadu 600100",12.9118056,80.1754164,600100,Chennai,SURAJ,Independent
suriya hospital,"10-10/A,Mettupalaym annur road,Mettupalayam",TAMIL NADU,suriyahospital@gmail.com,"10, 10/A, 10/A, Mettupalayam - Annur Rd, Mettupalayam, Tamil Nadu 641301",11.3019303,76.919445,641301,Coimbatore,SURIYA,Independent
Surya Fertility Centre,"Dr.Loganayaki Hsopital, 129, Pollachi Road, Dharapuram",TAMIL NADU,amsfhdpm@gmail.com,"129, Pollachi Rd, Anna Nagar, Dharapuram, Tamil Nadu 638656",10.7356,77.515806,638656,Erode,SURYA,Independent
Surya Hospital,"1343-A5, Sathy Road, Ganapathy, Coimbatore",TAMIL NADU,suryahospital1991@gmail.com,"1343-A5, Sathy Rd, Near Surya Hospital, Sri Lakshmi Nagar, Ganapathy, Coimbatore, Tamil Nadu 641006",11.0391674,76.958899,641006,Coimbatore,SURYA,Independent
Svasti fertility centre,"Asha Hospital Campus,16-1E Palace Road,  Thuckalay,  Kanyakumari district,",TAMIL NADU,jenkinsasha1@gmail.com,"No.16-1E, PALACE ROAD, Chakala, Thuckalay, Tamil Nadu 629175",8.2430843,77.2991171,629175,Kanyakumari,SVASTI,Independent
SVH SPECIALITY HOSPITAL,"No.34,7th cross, Thillainagar west ,Trichy",TAMIL NADU,svhspeciality@gmail.com,"NO.34, 7th Cross St W, West Thillai Nagar, Thillai Nagar, Tiruchirappalli, Tamil Nadu 620018",10.8226315,78.6623744,620018,Trichy,SVH,Independent
Syed Ammal Fertility center,"Syed Ammal Trust Hospital,127,Swami vivekanandar salai",TAMIL NADU,syedammalhealth@yahoo.in,"9R9M+J8J, No. 127, Swami Vivekananthar, Salai Street, Vandikkara St, Chalai Bazar, Ramanathapuram, Tamil Nadu 623504",9.3697004,78.8121275,623504,Ramanathapuram,SYED,Independent
Tamilnadu test tube centre,Tamilnadu hospital 185 natarajapillai street. Mannargudi.,TAMIL NADU,tamilnaduhospitals@gmail.com,"185, Natarajapillai St, Mannargudi, Tamil Nadu 614001",10.6632487,79.4218261,614001,Thanjavur,TAMILNADU,Independent
Thaaimai Fertility and Research Centre ( A Unit Of Thaaimai Womenâ€™s Clinic),"No 18, 1st Street, Gopalapuram, Chennai-86",TAMIL NADU,thaaimaifertility@gmail.com,"new door, Maven Clinic and Pharmacy ,Third floor Plot no 14 part, old door, 1, S Canal Bank Rd, Mandavelipakkam, Chennai, Tamil Nadu 600028",13.025258,80.2628406,600028,Chennai,THAAIMAI,Independent
THAIMAI FERTILITY CENTRE,"138 Edamal street ,Theni",TAMIL NADU,natesan03@gmail.com,"K.S.K.Hospital, 138, Edamal St, NRT Nagar, Theni, Tamil Nadu 625531",10.0116438,77.4573091,625531,Madurai,THAIMAI,Independent
Thaimai fertility centre,"Karpaga Vinayaga Institute of medical sciences and Rc, GST road, Chinnakolambakkam, Madhuranthagam",TAMIL NADU,kims.medical@yahoo.com,"P.O, GST Road, Chinna Kolambakkam, Palayanoor, Maduranthakam, Tamil Nadu 603308",12.820683,79.4246627,603308,Chengalpattu,THAIMAI,Independent
Thamarai Fertility Center,"Devi Hospital, 136/76, New Fairlands, Salem",TAMIL NADU,thamaraifertilitycentersalem@gmail.com,"New Fairlands, Alagapuram Pudur, Salem, Tamil Nadu 636016",12.0298399,73.3345568,636016,Salem,THAMARAI,Independent
Thamarai Fertility Solutions Exclusive,"39 H , 5th St, AnnaNagar East",TAMIL NADU,thamaraiexclusive@gmail.com,"39 H Block, 5th St, Brindhavan Colony, Block H, Annanagar East, Chennai, Tamil Nadu 600102",13.0896766,80.1985043,600102,Chennai,THAMARAI,Independent
THANGAM FERTILITY CLINIC,"54 DR.SANKARAN ROAD, NAMAKKAL.",TAMIL NADU,thangamfertility@gmail.com,"54, Dr.Sankaran Road, Trichy Rd, Namakkal, Tamil Nadu 637001",11.2150509,78.1513301,637001,Namakkal,THANGAM,Independent
The Fertility center,", KMCH Campus , 99 , Avinashi road ,Coimbatore",TAMIL NADU,tfccbe2001@gmail.com,"99, Avinashi Road, Peelamedu - Pudur Main Rd, Civil Aerodrome Post, Coimbatore, Tamil Nadu 641014",11.03004,76.8363705,641014,Coimbatore,FERTILITY,Independent
THE HIVE WOMEN AND FERTILITY CLINIC,"NO 21, EAST SPURTANK ROAD,CHETPET,CHENNAI",TAMIL NADU,princethehive@gmail.com,"No-25(12, CASA Major Rd, Egmore, Chennai, Tamil Nadu 600008",13.0707178,80.2341433,600008,Chennai,HIVE,Chained
THE NEXT GEN FERTILITY CENTRE,"155, Marimuthu Road, Attur, Salem Dt, Tamilnadu",TAMIL NADU,DrSuguna72@gmail.com,"NO 2, Dr.Varatharajalu street, Jothi Nagar, Pungavadi Puthur, Attur, Tamil Nadu 636102",11.5966328,78.5792306,636102,Salem,NEXT,Independent
THEEPA FERTILITY AND FETAL CLINIC,"26, THIRUVIDAIMURUDUR MAIN ROAD ,OPPO SRVS ,NAAL ROAD ,KUMBAKONAM,TAMILNADU",TAMIL NADU,pratheepapalani@gmail.com,"X98V+9H6, Thiruvidaimaruthur, main road, opposite Sri Rama Vilas Service Limited (SRVS), Kumbakonam, 612001",10.965913,79.3912983,612001,Thanjavur,THEEPA,Independent
THEHIVEFERTILITYCLINIC&WOMENSCENTREMYLAPORE,"DOOR NO:149/1, LUZ CHURCH ROAD,MYLAPORE",TAMIL NADU,goldenwomenandsurgical@gmail.com,"no-149 1, Luz Church Rd, Kapali Thottam, Mylapore, Chennai, Tamil Nadu 600004",13.0367302,80.2467154,600004,Chennai,HIVE,Chained
THEHIVEFERTILITYCLINICANDWOMENSCENTRE TAMBARAM,PLOT NO 3A AND 3B SELAIYUR CAMP ROAD JUNCTION,TAMIL NADU,thehivefertilitytambaram@gmail.com,"Camp Road Junction, Barathi Nagar, Ezhil Nagar, Selaiyur, Chennai, Tamil Nadu 600073",12.9223715,80.122425,600073,Chennai,HIVE,Chained
THEHIVEFERTILITYCLINICANDWOMENSCENTREKOLATHUR,NO-2 VELAVAN NAGAR MAIN ROAD PAPER MILLS ROAD KOLATHUR,TAMIL NADU,thehivekolathur@gmail.com,"First Floor, Plot No.2, Paper Mills Road, below Mega Mart, Velavan Nagar, Kolathur, Chennai, Tamil Nadu 600099",13.1238099,80.2020036,600099,Chennai,HIVE,Chained
THEHIVEFERTILITYCLINICANDWOMENSCENTREMADIPAKKAM,"NO:3/5,VIGNESHWARA NAGAR,3RD STREET,ULLAGARAM,MADIPAKKAM",TAMIL NADU,thehivemadipakkam@gmail.com,"3/5, Kannan Nagar 3rd Main Rd, Vigneshwar Nagar, Madipakkam, Chennai, Tamil Nadu 600061",12.9704289,80.1693949,600061,Chennai,HIVE,Chained
THEHIVEFERTILITYCLINICANDWOMENSCENTREREDHILLS,NO 2/55 BS COMPLEX MA KOIL STREET,TAMIL NADU,connect@thehivefertility.in,"55XH+HGR, M.A.Nagar, Padianallur, Tamil Nadu 600052",13.1989961,80.1087478,600052,Chennai,HIVE,Chained
THENI NATTATHI KSHATRIYAKULA HINDU NADAR URAVINMURAI CHARITY FUND HOSPITAL,"18/ 1 NRT Main Road, THENI Tamilnadu",TAMIL NADU,nnhtheni@gmail.com,"23, NRT Nagar, Theni, Tamil Nadu 625531",10.0108127,77.4734555,625531,Madurai,THENI,Independent
THULASI KRISHNA NURSING HOME - MY BABY FERTILITY CENTRE,5 FIRST STREET TAYLORS ESTATE KODAMBAKKAM,TAMIL NADU,drshantha22550@gmail.com,"5, Taylor Estate 1st St, Taylor Estate, Kodambakkam, Chennai, Tamil Nadu 600024",13.0516964,80.209288,600024,Chennai,THULASI,Independent
Trichy fetal medicine and fertility centre,17 d mrc complex 7 th cross thillai nagar east,TAMIL NADU,malathi_prasad@hotmail.com,"73C/9, Annamalai Nagar Main Rd, Tiruchirappalli, Tamil Nadu 620018",10.829462,78.6641181,620018,Trichy,TRICHY,Independent
UDAYA NURSING HOME,"Opposite to Arvind Eye Hospital, Periyakulam Road,Theni",TAMIL NADU,udayanursinghome@gmail.com,"Periyakulam Road, Sri Ram Nagar, opp. Aravind Eye Hospital Theni, Theni, Tamil Nadu 625531",10.0236186,77.4588316,625531,Madurai,UDAYA,Independent
uma fertility centre,No.20/40 kamatchi amman kovil street tindivanam,TAMIL NADU,amuthambigai1975@gmail.com,"4, 1, Kamachi Amman Kovil St, Tindivanam, Tamil Nadu 604001",12.233838,79.6478599,604001,Viluppuram,UMA,Independent
UMA HOSPITAL,"3D&E, RAJAVINAYAGAR KOVIL STREET, UDAYARPETTAI, KOMARAPALAYAM, NAMAKKAL DISTRICT.",TAMIL NADU,drkavithakpm@gmail.com,"CMVV+9R3, Komarapalayam - Idappadi Rd, Nadaraja Nagar, Komarapalayam, Tamil Nadu 638183",11.5802419,76.0292097,638183,Erode,UMA,Independent
UMARANI MULTISPECIALITY HOSPITAL,"1/136 A, ANNAI SAATHYA NAGAR NEAR LIC OFFICE SALEM ROAD KRISHNAGIRI",TAMIL NADU,umaranihospital@gmail.com,"No 1/136-A, Salem Bypass Road, behind LIC Building, Thiruvalluvar Nagar, Krishnagiri, Tamil Nadu 635001",12.5093011,78.2009745,635001,Krishnagiri,UMARANI,Independent
USHA FERTILITY CENTER,"8/54 F, Usha nursing home,Main road, Aralvaimozhi",TAMIL NADU,ushahospital99@gmail.com,"NH944, Aralvaimozhi, Tamil Nadu 629301",8.2514624,77.5030096,629301,Kanyakumari,USHA,Independent
V K HOSPITAL,"N0 33 KRISHNAMPALAYAM ROAD,KARUNGALPALAYAM,ERODE",TAMIL NADU,vkhospitalerode@gmail.com,"72/33, Krishnam Palayam Road, Thiru Nagar Colony, Erode, Tamil Nadu 638003",11.3515848,77.7107181,638003,Erode,V,Independent
VAANI FERTILITY KARE CENTRE,113 PANDHALKUDI ROAD ARUPPUKOTTAI,TAMIL NADU,vaanihospital@gmail.com,"289, Thiruchuli Rd, P.Puliampatti, Aruppukkottai, Tamil Nadu 626101",9.5074496,78.0762574,626101,Virudhunagar,VAANI,Independent
"VADAMALAYAN HOSPITALS PVT. LTD.,","649 A/2, CHETTINAIKKANPATTI VILLAGE ROAD, ANGU NAGAR, DINDIGUL",TAMIL NADU,info@vadamalayan.org,"649/ A2, Chettinaikanpatti village Road, Angu Bharathi Nagar, J.J. Nagar, Dindigul, Tamil Nadu 624004",10.3808206,77.9483425,624004,Dindigul,VADAMALAYAN,Independent
VAISHALI FERTILITY CENTRE,"(UNIT OF PILLS HOSPITAL) 70/53 BHARATHI ROAD, LIG COLONY-1, MAHALINGAPURAM, POLLACHI",TAMIL NADU,pillshospital@gmail.com,"Mahalingapuram, Tamil Nadu 642001",10.6642002,76.9898856,642001,Coimbatore,VAISHALI,Independent
VALAM FERTILITY CENTRE,"Haven Radhakrisna Enclave Apartment, 1741 Trichy Road, Ramanathapuram, Coimbatore",TAMIL NADU,dr.thiruvenisenthilvel444@gmail.com,"No61, Sathy Rd, Ganapathy, Athipalayam Pirivu, Coimbatore, Tamil Nadu 641006",11.0441066,76.9651475,641006,Coimbatore,VALAM,Independent
Vamsam Fertility Research centre,"South Bypass Road,Kurichi,Melapayam ,Tirunelveli- 627003",TAMIL NADU,vamsamtvl@gmail.com,"S Bypass Rd, Vannarpettai, Tirunelveli, Tamil Nadu 627005",8.711204,77.6997209,627005,Tirunelveli,VAMSAM,Independent
VAMSANGAL FERTILITY CENTRE,"IRENE HOSPITAL, ASARIPALLAM ROAD, NAGERCOIL",TAMIL NADU,ranjulasandeep@gmail.com,"Asaripallam Rd, Weavers Colony, Nagercoil, Tamil Nadu 629001",8.1872034,77.3498558,629001,Kanyakumari,VAMSANGAL,Independent
varamsuper speciality hospital,"120-20,opp GH,DENKANOKOTTAI ROAD",TAMIL NADU,dharshummc@gmail.com,"Denkanikottai Rd, opposite GOVERNMENT HOSPITAL, Tank Street, Shanthi Nagar West, Hosur, Tamil Nadu 635109",12.7293789,77.8040192,635109,Krishnagiri,VARAMSUPER,Independent
vasantha fertlity care & hospitals a unit of PGS hospital,"14,cowley brown road, opposite to central theater road,RS puram,coimbatore",TAMIL NADU,vithyaprabu@yahoo.co.in,"58,Krishnarayapuram street, PN Palayam Rd, Siddhapudur, Lakshmi Mills Colony, Pappanaickenpalayam, Coimbatore, Tamil Nadu 641044",11.0188679,76.9572937,641044,Coimbatore,VASANTHA,Chained
vasantha fertlity care & hospitals a unit of PGS Hospital,"271/1, Sarojini street, New sidhapudur, Coimbatore 641044",TAMIL NADU,hrpgshospital@gmail.com,"271/1, opposite to jeganadha perumal temple, near women's polytechnic, Siddhapudur, Avarampalayam, Siddhapudur, Coimbatore, Tamil Nadu 641044",11.0187535,76.9572801,641044,Coimbatore,VASANTHA,Chained
VASANTHA VAMSA VIRUTHI CENTEr,"39, chinna kadai street",TAMIL NADU,drkanishka@vasanthahospital.com,"15, Main Rd, Gandhi Nagar, Nehru Nagar, Tiruvottiyur, Chennai, Tamil Nadu 600019",12.9942215,80.0990604,600019,Chennai,VASANTHA,Chained
VASANTHAM HOSPITAL AND FERTILITY CENTRE,"12,WIGILE MEYER STREET,SORKKALPET,CUDDALORE",TAMIL NADU,gayathridr@hotmail.com,"12,wigilemeyer street,sorakalpattu, 607001",11.7536557,79.7577472,607001,Cuddalore,VASANTHAM,Independent
VAYUSHRI HOSPITALS PVT LTD,"No.203/9A2, 200 FEET ROAD, PALLAVARAM, CHENNAI",TAMIL NADU,vayushrihospitalivf@gmail.com,"203/9A2 203/9B2, 200 Feet Radial Rd, near TVS Emerald Apartment, Zamin Pallavaram, Nemilichery, Pallavaram, Chennai, Tamil Nadu 600044",12.9532839,80.1424273,600044,Chennai,VAYUSHRI,Independent
Veeramani hospital,1 B / 2 Perumal puram Thoothukudi,TAMIL NADU,veeramanihospital@yahoo.co.in,"1B/2, Perumalpuram Rd, Opp. Subbiah Vidyalayam school, Pudugramam, Thoothukudi, Tamil Nadu 628001",8.8012528,78.1182724,628001,Thoothukudi,VEERAMANI,Independent
VEL MULTI SPECIALITY HOSPITAL,"NO:11, GOUNDER ITTERY ROAD, VEL NAGAR, PALANI",TAMIL NADU,velhospital2013@gmail.com,"FG57+M8C, Itteri Rd, Vel Nagar, Sathya Nagar, Palani, Tamil Nadu 624601",10.4596741,77.4913289,624601,Dindigul,VEL,Independent
VELAMMAL MEDICAL COLLEGE HOSPITAL AND RESEARCH INSTITUTE,"VELAMMAL VILLAGE, MADURAI - TUTICORIN RING ROAD, ANUPPANADI, MADURAI - 625009",TAMIL NADU,veenacares@gmail.com,"Velammal Village, Madurai - Tuticorin, Airport-Mattuthavani Ring Rd, Chinthamani, Tamil Nadu 625009",9.8866799,78.1475206,625009,Madurai,VELAMMAL,Independent
VENKATESH NURSHING HOME,"NO 134, PATTAMANGALA STREET, MAYILADUTHURAI",TAMIL NADU,dhanamvijayan143@gmail.com,"134, Pattamangala St, Pasupathi Street, Koranad, Mayiladuthurai, Tamil Nadu 609001",11.1007289,79.6317129,609001,Mayiladuthurai,VENKATESH,Independent
venus fertility centre,"7A LAWSONS ROAD, Cantonment ,Trichy",TAMIL NADU,venusfertility@gmail.com,"7 A, Lawsons Rd, Cantonment, Tiruchirappalli, Tamil Nadu 620001",10.8049562,78.6587761,620001,Trichy,VENU,Independent
VIGNESH  HOSPITAL,NO  22   GANAPATHY   AGRAHARAM,TAMIL NADU,vnh2015@gmail.com,"Vengadeswara Nagar, Porur, 36, Poothapedu Main Rd, Ramapuram, Chennai, Tamil Nadu 600116",11.992826,76.4318661,600116,Chennai,VIGNESH,Chained
Vignesh hospital and guna fertility centre,"No-85-A, 48, 2nd cross, paramasivapuram, Lalgudi, Trichy - 621601",TAMIL NADU,vnh.lalgudi@gmail.com,"2nd Cross St, Paramasivapuram, Lalgudi, Tamil Nadu 621601",10.8744237,78.7962747,621601,Trichy,VIGNESH,Chained
Vijay hospital,"Vijay Hospital, 81, South Narasimapuram",TAMIL NADU,vijithra.t@gmail.com,"140, Gandhi Road, Karunabigai Colony, Velachery, Denkanikottai, Chennai, Tamil Nadu 600042",13.0182339,80.172482,600042,Chennai,VIJAY,Chained
Vijay Srishrti Fertility Center,"No:76-A, Old Bangalore Road, Hosur",TAMIL NADU,vijaysrishtifertilitycenter@gmail.com,"Vijay Srishti Fertility Center, 76R, Denkanikottai Rd, Hamumanthapuram, Hosur, Tamil Nadu 635109",12.7353441,77.8051834,635109,Krishnagiri,VIJAY,Chained
Vijay Srishti Fertility Center,"D/No: 102, First floor, Chairman duraisamy road, Krishnagiri main road, Tirupattur",TAMIL NADU,vijaysrishtitirupattur@gmail.com,"Krishnagiri Road, Tirupathur, Tamil Nadu 635601",12.4893971,78.5616224,635601,Krishnagiri,VIJAY,Chained
Vijay Srishti Fertility Center,"S. F. No:941, Ground floor, Plot No: 4 , Salem main road, Near meenakshi mahal, Boganapalli, Krishnagiri",TAMIL NADU,vsfc.kri@gmail.com,"Plot Number 4, Salem Main Rd, near Meenakshi mahal, New Pet, Krishnagiri, Tamil Nadu 635002",12.6875023,76.8332391,635002,Krishnagiri,VIJAY,Chained
vijaya assisted fertility centre,no.16.6th cross .arulanantha nagar.near rohinihospital.thanjavur.,TAMIL NADU,thanjavur_ivf@yahoo.co.in,"Q49J+9H3, Arulananda Nagar East Exstension, Parisutham Nagar, Thanjavur, Tamil Nadu 613007",10.7684352,79.1108329,613007,Thanjavur,VIJAYA,Chained
VIJAYA FERTILITY CENTRE,"63, RAJAJI ROAD, SALEM",TAMIL NADU,vijayahospitalsalem@gmail.com,"63, Rajaji Rd, Kumarasamipatti, Salem, Tamil Nadu 636007",11.6704958,78.101668,636007,Salem,VIJAYA,Chained
VIJAYA NURSING HOME,"58, THATTU METTU STREET",TAMIL NADU,vijayanursinghomesvks@gmail.com,"58, Thattu Mettu Street, AC Pettai, Sivakasi, Tamil Nadu 626123",11.2010203,73.7164494,626123,Virudhunagar,VIJAYA,Chained
VIKRAM HOSPITAL FERTILITY AND WOMENS CENTRE,"781, ANNA NAGAR, MADURAI",TAMIL NADU,vikramhospital123@gmail.com,"781, Anna Nagar Main Road, Anna Nagar, Sathamangalam, Madurai, Tamil Nadu 625020",9.9213508,78.1385952,625020,Madurai,VIKRAM,Independent
VIRUKSHAM FERTILITY CENTRE,"C/O SRINITHI NURSING HOME,#709 D, JUNCTION ROAD,VIRUDHACHALAM",TAMIL NADU,virukshamivf@gmail.com,"709 D, Junction Rd, Virudhachalam, Tamil Nadu 606001",11.5237504,79.3035661,606001,Tiruvannamalai,VIRUKSHAM,Independent
VIRUTCHAM FERTILITY CLINIC,"SRI VAIYAPURI NURSING HOME,1-BHARATHIYAR 4TH ST,SANKARANKOVIL",TAMIL NADU,preethi.t.srinivasan@gmail.com,"Lakshmiyapuram, Sankarankoil, Tamil Nadu 627756",9.1789472,77.5178939,627756,Tirunelveli,VIRUTCHAM,Independent
Vishnu Surya Hospital,"5/2A, LGB compound,  Dindigul",TAMIL NADU,kavithadr.v@gmail.com,"9X7J+4X3, Aarthi Theatre Rd, Mendonsa Colony, Dindigul, Tamil Nadu 624001",10.3628044,77.9618109,624001,Dindigul,VISHNU,Independent
Vishwaa Fertility Centre,"23/11, Chairman Chidhabaram Street, West Shanmugapuram, Villuputam",TAMIL NADU,vishwaafertilityvpm@gmail.com,"23/11, Chairman Chidambaram St, near SIGNAL, next to KVR GUEST HOUSE, Chairman Chidam, Viluppuram, Tamil Nadu 605602",11.9388969,79.4666786,605602,Viluppuram,VISHWAA,Independent
VJS VAIJEYANTHI SPECIALITY HOSPITAL,1ST CROSS CO-OPERATIVE COLONY,TAMIL NADU,vjshospitalkrishnagiri@gmail.com,"1st Cross St, Co-operative Colony, Thiruvalluvar Nagar, Krishnagiri, Tamil Nadu 635002",12.5179938,78.1985587,635002,Krishnagiri,VJS,Independent
Vriksham by SKS,"No 58, 8th cross, AVK Nagar, Brindhavan Road, Salem",TAMIL NADU,Vriksham@sksh.ac.in,"58, 8th Cross St, Brindavan Rd, AVK Nagar, Salem, Tamil Nadu 636007",11.6699413,78.1234737,636007,Salem,VRIKSHAM,Independent
VV Hospital,"No.54, Kazura Garden First Street, Tirukoilur",TAMIL NADU,venkatveena323@gmail.com,"kasura garden, Thirukoilure, Tamil Nadu 605757",11.9664435,79.1865527,605757,Viluppuram,VV,Independent
WOMEN & CHILD CARE,"PLOT NO: 92, DOOR NO:3, MURPHY DOSS STREET, DR. SEETHAPATHY NAGAR, VELACHERY, CHENNAI",TAMIL NADU,rameshkusha@yahoo.com,"92/3, Murphy Doss Rd, VGP Seetapathi Street, VGP Seethapathy Nagar, Velachery, Chennai, Tamil Nadu 600042",12.9814045,80.2086058,600042,Chennai,WOMEN,Independent
Womens Center and Hospitals Pvt Ltd,"146 B, Mettupalayam Road,Coimbatore",TAMIL NADU,info@womenscenterindia.com,"Bus Stop, 146B, Mettupalayam Rd, behind Eru Company, Raju Nagar, Kuppakonam Pudur, Coimbatore, Tamil Nadu 641043",11.033709,76.9310197,641043,Coimbatore,WOMEN,Independent
"Womens,s Health center","229,maruthamalai main road,perumal kovil bus stop,pn pudur",TAMIL NADU,whcwhc94@gmail.com,"Women's Health Centre, 299, Marudhamalai Rd, Perumal Kovil Bus Stop, Aishwarya Nagar, Coimbatore, Tamil Nadu 641041",11.0211455,76.8942708,641041,Coimbatore,WOMENS,Independent
Yokesh Fertility Womenâ€™s & Urology Hospital,"No. 2, 1 st street, Nethaji nagar,  North Red Hills road, Villvakkam",TAMIL NADU,yokeshfertilityclinic@gmail.com,"2, 1st Street, N Red Hills Rd, Netaji Nagar, Villivakkam, Chennai, Tamil Nadu 600049",13.1157061,80.1863975,600049,Chennai,YOKESH,Independent
